time (hr),demand (kW),solar capacity factor (kW),wind capacity factor (kW),dispatch solar (kW per unit deployed),dispatch wind (kW per unit deployed),dispatch natgas (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),curtailment solar (kW),curtailment wind (kW),curtailment nuclear (kW),dispatch unmet demand (kW),price ($/kWh)
0.0,1.0387032264811307,0.00233589,0.489697811,0.0005634748237809542,0.8456960119516558,0.0,0.19244373970569392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146554885
1.0,1.042828507922239,0.0,0.497820685,0.0,0.8597240145138029,0.0,0.18310449340843615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146554885
2.0,1.0149995439386235,0.0,0.503230723,0.0,0.8690670163780831,0.0,0.1459325275605403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146554885
3.0,0.9965781807332512,0.0,0.509290041,0.0,0.8795313087490916,0.0,0.11704687198415967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146554885
4.0,0.9745299515651223,0.0,0.507399098,0.0,0.8762656969411436,0.0,0.09826425462397864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146554885
5.0,0.9327342160261554,0.0,0.493710266,0.0,0.852625422529796,0.0,0.08010879349635938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146554885
6.0,0.9095512012868037,0.0,0.469856928,0.0,0.811431297571098,0.0,0.09811990371570568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146554885
7.0,0.886096726983435,0.0,0.445695679,0.0,0.7697054179284157,0.0,0.11639130905501929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146554885
8.0,0.8645980904409468,0.0,0.422016964,0.0,0.7288128625732115,0.0,0.13578522786773523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146554885
9.0,0.8545007175900339,0.0,0.402636474,0.0,0.6953432355205619,0.0,0.15915748206947206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146554885
