time (hr),demand (kW),solar capacity factor (kW),wind capacity factor (kW),dispatch solar (kW per unit deployed),dispatch wind (kW per unit deployed),dispatch natgas (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),curtailment solar (kW),curtailment wind (kW),curtailment nuclear (kW),dispatch unmet demand (kW),price ($/kWh)
0.0,1.0387032264811307,0.00233589,0.489697811,0.0009757526558674688,1.037727473825263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.508877782939964,0.07376635368970805,0.0,1.5749999999999998e-09
1.0,1.042828507922239,0.0,0.497820685,0.0,1.042828507922239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.628956241688305,0.07376635368970805,0.0,1.5749999999999998e-09
2.0,1.0149995439386235,0.0,0.503230723,0.0,1.0149995439386235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7401578904032,0.07376635368970805,0.0,1.5749999999999998e-09
3.0,0.9965781807332512,0.0,0.509290041,0.0,0.9965781807332512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.851957823093769,0.07376635368970805,0.0,1.5749999999999998e-09
4.0,0.9745299515651223,0.0,0.507399098,0.0,0.9745299515651223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8448652228289415,0.07376635368970805,0.0,1.5749999999999998e-09
5.0,0.9327342160261554,0.0,0.493710266,0.0,0.9327342160261554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.675705938333774,0.07376635368970805,0.0,1.5749999999999998e-09
6.0,0.9095512012868037,0.0,0.469856928,0.0,0.9095512012868037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.331291381879986,0.07376635368970805,0.0,1.5749999999999998e-09
7.0,0.886096726983435,0.0,0.445695679,0.0,0.8860967269834351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.982403148869488,0.07376635368970805,0.0,1.5749999999999998e-09
8.0,0.8645980904409468,0.0,0.422016964,0.0,0.8645980904409468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.638995283731808,0.07376635368970805,0.0,1.5749999999999998e-09
9.0,0.8545007175900339,0.0,0.402636474,0.0,0.854500717590034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.350424979441144,0.07376635368970805,0.0,1.5749999999999998e-09
10.0,0.8507692735001141,0.0,0.39048308,0.0,0.8507692735001141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.166863638087227,0.07376635368970805,0.0,1.5749999999999998e-09
11.0,0.8588841076002471,0.0,0.383414637,0.0,0.8588841076002471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049818872297149,0.07376635368970805,0.0,1.5749999999999998e-09
12.0,0.8701652183371611,0.001713511,0.370354595,0.0007157712516891302,0.869449447085472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8379886314853096,0.07376635368970805,0.0,1.5749999999999998e-09
13.0,0.8873338658493106,0.022835818,0.353402923,0.00953902369649519,0.8777948421528154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.568405440061633,0.07376635368970805,0.0,1.5749999999999998e-09
14.0,0.9071214232050357,0.07177203,0.351978638,0.02998075632392777,0.877140666881108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.547110330638391,0.07376635368970805,0.0,1.5749999999999998e-09
