Data prepared by Tyler R. & Dave F.,,,,
Data corresponds to inputs from 54 balancing authorities summed together post anomaly identification and imputation.,,,,
This provides coverage over all of CONUS.,,,,
The two excluded balancing authorities (SEC and OVEC) account for less than 0.1% of the CONUS total.,,,,
This file corresponds with the final version of data published in,,,,
Scientific Data: https://zenodo.org/record/3690240,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand (MW)
2015,7,10,21,619659
2015,7,10,22,620013
2015,7,10,23,611305
2015,7,10,24,594636
2015,7,11,1,574172
2015,7,11,2,558742
2015,7,11,3,535759
2015,7,11,4,502911
2015,7,11,5,470843
2015,7,11,6,441834
2015,7,11,7,419904
2015,7,11,8,402805
2015,7,11,9,391687
2015,7,11,10,386828
2015,7,11,11,386457
2015,7,11,12,393106
2015,7,11,13,415557
2015,7,11,14,446861
2015,7,11,15,481860
2015,7,11,16,514704
2015,7,11,17,541390
2015,7,11,18,561652
2015,7,11,19,576553
2015,7,11,20,587536
2015,7,11,21,595232
2015,7,11,22,597652
2015,7,11,23,592528
2015,7,11,24,579687
2015,7,12,1,563209
2015,7,12,2,551017
2015,7,12,3,529717
2015,7,12,4,498939
2015,7,12,5,467961
2015,7,12,6,440356
2015,7,12,7,417711
2015,7,12,8,400268
2015,7,12,9,388774
2015,7,12,10,382675
2015,7,12,11,379615
2015,7,12,12,383167
2015,7,12,13,402307
2015,7,12,14,435181
2015,7,12,15,469455
2015,7,12,16,502235
2015,7,12,17,532608
2015,7,12,18,556989
2015,7,12,19,576051
2015,7,12,20,590499
2015,7,12,21,601989
2015,7,12,22,606706
2015,7,12,23,608123
2015,7,12,24,601179
2015,7,13,1,587089
2015,7,13,2,576478
2015,7,13,3,554570
2015,7,13,4,518910
2015,7,13,5,483150
2015,7,13,6,455963
2015,7,13,7,434506
2015,7,13,8,417865
2015,7,13,9,410242
2015,7,13,10,413582
2015,7,13,11,427882
2015,7,13,12,449127
2015,7,13,13,476426
2015,7,13,14,508437
2015,7,13,15,543133
2015,7,13,16,577325
2015,7,13,17,606301
2015,7,13,18,630514
2015,7,13,19,647833
2015,7,13,20,659953
2015,7,13,21,667982
2015,7,13,22,671560
2015,7,13,23,666716
2015,7,13,24,653194
2015,7,14,1,636484
2015,7,14,2,619304
2015,7,14,3,588468
2015,7,14,4,548197
2015,7,14,5,508120
2015,7,14,6,477271
2015,7,14,7,452137
2015,7,14,8,435001
2015,7,14,9,426065
2015,7,14,10,430018
2015,7,14,11,443966
2015,7,14,12,462924
2015,7,14,13,487949
2015,7,14,14,517283
2015,7,14,15,547889
2015,7,14,16,575793
2015,7,14,17,600807
2015,7,14,18,621019
2015,7,14,19,637706
2015,7,14,20,648800
2015,7,14,21,655918
2015,7,14,22,657966
2015,7,14,23,650914
2015,7,14,24,638566
2015,7,15,1,619992
2015,7,15,2,601924
2015,7,15,3,574309
2015,7,15,4,535761
2015,7,15,5,498615
2015,7,15,6,468168
2015,7,15,7,443646
2015,7,15,8,426388
2015,7,15,9,417172
2015,7,15,10,419659
2015,7,15,11,433875
2015,7,15,12,452491
2015,7,15,13,473775
2015,7,15,14,499364
2015,7,15,15,527164
2015,7,15,16,553067
2015,7,15,17,575202
2015,7,15,18,594176
2015,7,15,19,610027
2015,7,15,20,621842
2015,7,15,21,629998
2015,7,15,22,632995
2015,7,15,23,625697
2015,7,15,24,613181
2015,7,16,1,596669
2015,7,16,2,582662
2015,7,16,3,555333
2015,7,16,4,518404
2015,7,16,5,481844
2015,7,16,6,451997
2015,7,16,7,427982
2015,7,16,8,410844
2015,7,16,9,402282
2015,7,16,10,405577
2015,7,16,11,417929
2015,7,16,12,435550
2015,7,16,13,456996
2015,7,16,14,483194
2015,7,16,15,511346
2015,7,16,16,538604
2015,7,16,17,562247
2015,7,16,18,582356
2015,7,16,19,599699
2015,7,16,20,613912
2015,7,16,21,624005
2015,7,16,22,630342
2015,7,16,23,626359
2015,7,16,24,613724
2015,7,17,1,598963
2015,7,17,2,586142
2015,7,17,3,560125
2015,7,17,4,523215
2015,7,17,5,486916
2015,7,17,6,456539
2015,7,17,7,433633
2015,7,17,8,417245
2015,7,17,9,408989
2015,7,17,10,412124
2015,7,17,11,425971
2015,7,17,12,443661
2015,7,17,13,467362
2015,7,17,14,498540
2015,7,17,15,532124
2015,7,17,16,565226
2015,7,17,17,592637
2015,7,17,18,615790
2015,7,17,19,634174
2015,7,17,20,646318
2015,7,17,21,654516
2015,7,17,22,656088
2015,7,17,23,648354
2015,7,17,24,633329
2015,7,18,1,617143
2015,7,18,2,600924
2015,7,18,3,575585
2015,7,18,4,538241
2015,7,18,5,503370
2015,7,18,6,474337
2015,7,18,7,449527
2015,7,18,8,430257
2015,7,18,9,418383
2015,7,18,10,412870
2015,7,18,11,413075
2015,7,18,12,419625
2015,7,18,13,444446
2015,7,18,14,478059
2015,7,18,15,513421
2015,7,18,16,546693
2015,7,18,17,574819
2015,7,18,18,596327
2015,7,18,19,610821
2015,7,18,20,623938
2015,7,18,21,630387
2015,7,18,22,632837
2015,7,18,23,626817
2015,7,18,24,617572
2015,7,19,1,597577
2015,7,19,2,582698
2015,7,19,3,560021
2015,7,19,4,528199
2015,7,19,5,495885
2015,7,19,6,468083
2015,7,19,7,445098
2015,7,19,8,426571
2015,7,19,9,414011
2015,7,19,10,407029
2015,7,19,11,403601
2015,7,19,12,410169
2015,7,19,13,434032
2015,7,19,14,469252
2015,7,19,15,506900
2015,7,19,16,543669
2015,7,19,17,575814
2015,7,19,18,601545
2015,7,19,19,620329
2015,7,19,20,632779
2015,7,19,21,641561
2015,7,19,22,648360
2015,7,19,23,647173
2015,7,19,24,636506
2015,7,20,1,621634
2015,7,20,2,606449
2015,7,20,3,580449
2015,7,20,4,544254
2015,7,20,5,511188
2015,7,20,6,482462
2015,7,20,7,458008
2015,7,20,8,440796
2015,7,20,9,433540
2015,7,20,10,437594
2015,7,20,11,451188
2015,7,20,12,473170
2015,7,20,13,501237
2015,7,20,14,534911
2015,7,20,15,571794
2015,7,20,16,607333
2015,7,20,17,637174
2015,7,20,18,661627
2015,7,20,19,680128
2015,7,20,20,691694
2015,7,20,21,697454
2015,7,20,22,697967
2015,7,20,23,692318
2015,7,20,24,678511
2015,7,21,1,662281
2015,7,21,2,643908
2015,7,21,3,612079
2015,7,21,4,570114
2015,7,21,5,530157
2015,7,21,6,497323
2015,7,21,7,469385
2015,7,21,8,450271
2015,7,21,9,440603
2015,7,21,10,443493
2015,7,21,11,457043
2015,7,21,12,474251
2015,7,21,13,497943
2015,7,21,14,526507
2015,7,21,15,557534
2015,7,21,16,587167
2015,7,21,17,612161
2015,7,21,18,632163
2015,7,21,19,648176
2015,7,21,20,658559
2015,7,21,21,663731
2015,7,21,22,663997
2015,7,21,23,657341
2015,7,21,24,641224
2015,7,22,1,622631
2015,7,22,2,605127
2015,7,22,3,575955
2015,7,22,4,534986
2015,7,22,5,498126
2015,7,22,6,468041
2015,7,22,7,442530
2015,7,22,8,424894
2015,7,22,9,416381
2015,7,22,10,418531
2015,7,22,11,431993
2015,7,22,12,450520
2015,7,22,13,472931
2015,7,22,14,500600
2015,7,22,15,530577
2015,7,22,16,558375
2015,7,22,17,583650
2015,7,22,18,605157
2015,7,22,19,623805
2015,7,22,20,635962
2015,7,22,21,644335
2015,7,22,22,646249
2015,7,22,23,638390
2015,7,22,24,623198
2015,7,23,1,605708
2015,7,23,2,590414
2015,7,23,3,562692
2015,7,23,4,523613
2015,7,23,5,487985
2015,7,23,6,459809
2015,7,23,7,436258
2015,7,23,8,417974
2015,7,23,9,411233
2015,7,23,10,415168
2015,7,23,11,430240
2015,7,23,12,449133
2015,7,23,13,471937
2015,7,23,14,499814
2015,7,23,15,530925
2015,7,23,16,560009
2015,7,23,17,584824
2015,7,23,18,606298
2015,7,23,19,623328
2015,7,23,20,635167
2015,7,23,21,642981
2015,7,23,22,645244
2015,7,23,23,638944
2015,7,23,24,625786
2015,7,24,1,610034
2015,7,24,2,594588
2015,7,24,3,567793
2015,7,24,4,529263
2015,7,24,5,494503
2015,7,24,6,464626
2015,7,24,7,440832
2015,7,24,8,423891
2015,7,24,9,415276
2015,7,24,10,418639
2015,7,24,11,430547
2015,7,24,12,448270
2015,7,24,13,472041
2015,7,24,14,500113
2015,7,24,15,531790
2015,7,24,16,560547
2015,7,24,17,586087
2015,7,24,18,608702
2015,7,24,19,627249
2015,7,24,20,639591
2015,7,24,21,648097
2015,7,24,22,650952
2015,7,24,23,644539
2015,7,24,24,629433
2015,7,25,1,610937
2015,7,25,2,593310
2015,7,25,3,565643
2015,7,25,4,530288
2015,7,25,5,494251
2015,7,25,6,463271
2015,7,25,7,438051
2015,7,25,8,418540
2015,7,25,9,405972
