time (hr),demand (kW),solar capacity factor (kW),wind capacity factor (kW),dispatch solar (kW per unit deployed),dispatch wind (kW per unit deployed),dispatch natgas (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),curtailment solar (kW),curtailment wind (kW),curtailment nuclear (kW),dispatch unmet demand (kW),price ($/kWh)
0.0,1.0387032264811307,0.00233589,0.489697811,0.0018942878471228345,0.8544324814963723,0.0,0.18237645713763548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
1.0,1.042828507922239,0.0,0.497820685,0.0,0.8686054004533296,0.0,0.17422310746890943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
2.0,1.0149995439386235,0.0,0.503230723,0.0,0.8780449202745234,0.0,0.13695462366409997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
3.0,0.9965781807332512,0.0,0.509290041,0.0,0.8886173141031648,0.0,0.10796086663008643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
4.0,0.9745299515651223,0.0,0.507399098,0.0,0.8853179668658169,0.0,0.08921198469930541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
5.0,0.9327342160261554,0.0,0.493710266,0.0,0.8614334764069715,0.0,0.07130073961918383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
6.0,0.9095512012868037,0.0,0.469856928,0.0,0.8198137952046153,0.0,0.08973740608218847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
7.0,0.886096726983435,0.0,0.445695679,0.0,0.7776568660221777,0.0,0.10843986096125745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
8.0,0.8645980904409468,0.0,0.422016964,0.0,0.736341869790562,0.0,0.12825622065038478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
9.0,0.8545007175900339,0.0,0.402636474,0.0,0.7025264844828347,0.0,0.1519742331071992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
10.0,0.8507692735001141,0.0,0.39048308,0.0,0.6813210505177172,0.0,0.16944822298239698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
11.0,0.8588841076002471,0.0,0.383414637,0.0,0.6689879194374034,0.0,0.18989618816284376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
12.0,0.8701652183371611,0.001713511,0.370354595,0.001389570169490556,0.6462005517101117,0.0,0.22257509645755888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
13.0,0.8873338658493106,0.022835818,0.353402923,0.0185186856044201,0.6166230064421533,0.0,0.25219217380273723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
14.0,0.9071214232050357,0.07177203,0.351978638,0.058203461717947116,0.6141378914598689,0.0,0.23478007002721976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
15.0,0.9358070396982502,0.156272327,0.35474052,0.12672889985303484,0.6189568668317235,0.0,0.19012127301349188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
16.0,0.9612262510925412,0.254172169,0.355558635,0.20612068668197187,0.6203843268160186,0.0,0.1347212375945507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
17.0,0.9760051735076591,0.326898601,0.364141626,0.26509811982403125,0.6353600651878429,0.0,0.075546988495785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
18.0,0.9804174893402825,0.355445266,0.364137457,0.2882480115506908,0.6353527910507417,0.0,0.05681668673884997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
19.0,0.9750261422109637,0.337477858,0.344982956,0.2736773585581708,0.6019317149225195,0.0,0.09941706873027338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
20.0,0.9625279181006176,0.277657425,0.306721484,0.22516603343518737,0.5351724937614023,0.0,0.20218939090402782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350548849999999
