time (hr),demand (kW),solar capacity factor (kW),wind capacity factor (kW),dispatch solar (kW per unit deployed),dispatch wind (kW per unit deployed),dispatch natgas (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),curtailment solar (kW),curtailment wind (kW),curtailment nuclear (kW),dispatch unmet demand (kW),price ($/kWh)
0.0,1.0387032264811307,0.00233589,0.489697811,0.001392205635701515,1.037311020845429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.799594719072019,0.0,0.0,5.25e-10
1.0,1.042828507922239,0.0,0.497820685,0.0,1.042828507922239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.874309520138368,0.0,0.0,5.25e-10
2.0,1.0149995439386235,0.0,0.503230723,0.0,1.0149995439386235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.955575202170478,0.0,0.0,5.25e-10
3.0,0.9965781807332512,0.0,0.509290041,0.0,0.9965781807332512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.033846434735762,0.0,0.0,5.25e-10
4.0,0.9745299515651223,0.0,0.507399098,0.0,0.9745299515651223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.037217200282236,0.0,0.0,5.25e-10
5.0,0.9327342160261554,0.0,0.493710266,0.0,0.9327342160261554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9438038566988016,0.0,0.0,5.25e-10
6.0,0.9095512012868037,0.0,0.469856928,0.0,0.9095512012868037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.731379635921246,0.0,0.0,5.25e-10
7.0,0.886096726983435,0.0,0.445695679,0.0,0.8860967269834351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.516185536866637,0.0,0.0,5.25e-10
8.0,0.8645980904409468,0.0,0.422016964,0.0,0.8645980904409468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.303801746482431,0.0,0.0,5.25e-10
9.0,0.8545007175900339,0.0,0.402636474,0.0,0.854500717590034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1224716691432257,0.0,0.0,5.25e-10
10.0,0.8507692735001141,0.0,0.39048308,0.0,0.8507692735001141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.006160058358067,0.0,0.0,5.25e-10
11.0,0.8588841076002471,0.0,0.383414637,0.0,0.8588841076002471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.928227896610172,0.0,0.0,5.25e-10
12.0,0.8701652183371611,0.001713511,0.370354595,0.0010212637029297347,0.8691439546342314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.788969735321189,0.0,0.0,5.25e-10
13.0,0.8873338658493106,0.022835818,0.353402923,0.013610296082201686,0.873723569767109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.616952901241874,0.0,0.0,5.25e-10
14.0,0.9071214232050357,0.07177203,0.351978638,0.04277659677970204,0.8643448264253337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6122635149391447,0.0,0.0,5.25e-10
15.0,0.9358070396982502,0.156272327,0.35474052,0.09313932349279716,0.8426677162054531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6612206386667325,0.0,0.0,5.25e-10
16.0,0.9612262510925412,0.254172169,0.355558635,0.15148826619416061,0.8097379848983807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.702231159902867,0.0,0.0,5.25e-10
17.0,0.9760051735076591,0.326898601,0.364141626,0.19483369277454882,0.7811714807331104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8155746785881384,0.0,0.0,5.25e-10
18.0,0.9804174893402825,0.355445266,0.364137457,0.21184769081961224,0.7685697985206702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.828135182221511,0.0,0.0,5.25e-10
19.0,0.9750261422109637,0.337477858,0.344982956,0.2011389987679538,0.77388714344301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6336225545125087,0.0,0.0,5.25e-10
20.0,0.9625279181006176,0.277657425,0.306721484,0.16548563154916143,0.797042286551456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2325463152150276,0.0,0.0,5.25e-10
21.0,0.9547334938794306,0.188480083,0.265579304,0.11233535559041277,0.842398138289018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7808156704426714,0.0,0.0,5.25e-10
22.0,0.9590301064224136,0.098816494,0.246162472,0.058895273256473944,0.9001348331659396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5312925635333448,0.0,0.0,5.25e-10
23.0,0.9907974459177648,0.032117527,0.237900573,0.019142255026647473,0.9716551908911173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.378166722185292,0.0,0.0,5.25e-10
24.0,1.0242981159247575,0.002538671,0.229780602,0.0015130644308559054,1.0227850514939014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.246833247321583,0.0,0.0,5.25e-10
25.0,1.0374215849654975,0.0,0.220649176,0.0,1.0374215849654975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1420026271277341,0.0,0.0,5.25e-10
26.0,1.0358128590733873,0.0,0.211841671,0.0,1.0358128590733873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0566167401547042,0.0,0.0,5.25e-10
27.0,1.0288239102145107,0.0,0.207879237,0.0,1.0288239102145107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.024467430013595,0.0,0.0,5.25e-10
28.0,1.0030397872914412,0.0,0.203906823,0.0,1.0030397872914412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011014718206504,0.0,0.0,5.25e-10
29.0,0.9681773737990412,0.0,0.201541219,0.0,0.9681773737990412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0225112858467325,0.0,0.0,5.25e-10
30.0,0.9301553591673162,0.0,0.201282033,0.0,0.9301553591673162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.057973235428246,0.0,0.0,5.25e-10
31.0,0.9052857393987411,0.0,0.200577512,0.0,0.9052857393987411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0758840704274273,0.0,0.0,5.25e-10
32.0,0.8833954903375748,0.0,0.198750371,0.0,0.8833954903375748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0797270491271205,0.0,0.0,5.25e-10
33.0,0.8748245165764875,0.0,0.194935883,0.0,0.8748245165764875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0506210750081075,0.0,0.0,5.25e-10
34.0,0.8725949954190043,0.0,0.18841669,0.0,0.8725949954190043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9884583907421327,0.0,0.0,5.25e-10
35.0,0.8826723427774739,0.0,0.182074203,0.0,0.8826723427774739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9157342210239612,0.0,0.0,5.25e-10
36.0,0.9052746142362642,0.001415965,0.177347563,0.0008439243512991174,0.9044306898849651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8472893018449374,0.0,0.0,5.25e-10
37.0,0.9359138426579239,0.017568687,0.170622935,0.010471051741852545,0.9254427909160713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7598558465799043,0.0,0.0,5.25e-10
38.0,0.9678614135851162,0.062129364,0.169864624,0.037029505115117066,0.9308319084699992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7469766428010605,0.0,0.0,5.25e-10
39.0,0.9907507194354216,0.14318285,0.164084492,0.08533791004961905,0.9054128093858026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7153034841290128,0.0,0.0,5.25e-10
40.0,1.0022565622540849,0.234548752,0.147893711,0.13979258200564107,0.8624639802484437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5983306640502467,0.0,0.0,5.25e-10
41.0,0.9992037640744335,0.296758301,0.14401171,0.17686987790238687,0.8223338861720466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.600116962223367,0.0,0.0,5.25e-10
42.0,0.9871639044575523,0.320494619,0.156967557,0.1910168778426252,0.7961470266149272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7542729678786143,0.0,0.0,5.25e-10
43.0,0.969151954430791,0.304419603,0.172000664,0.18143606373357382,0.7877158906972171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9111910275761268,0.0,0.0,5.25e-10
44.0,0.9508373941850924,0.251614996,0.17535338,0.14996417445094337,0.800873219734149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9311495730651544,0.0,0.0,5.25e-10
45.0,0.9368394729747449,0.172985408,0.166654961,0.10310042849266272,0.8337390444820821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8123666136186,0.0,0.0,5.25e-10
46.0,0.9431653497509264,0.091169057,0.179700033,0.05433735105548319,0.8888279986954433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8861281100649755,0.0,0.0,5.25e-10
47.0,0.9829852210366447,0.029465672,0.215774883,0.017561732195493934,0.9654234888411508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.165855734117671,0.0,0.0,5.25e-10
48.0,1.0274532663991371,0.002473826,0.243586308,0.0014744163890187192,1.0259788500101183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3800029307222024,0.0,0.0,5.25e-10
49.0,1.0446797665560315,0.0,0.257673726,0.0,1.0446797665560315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5004480578264954,0.0,0.0,5.25e-10
50.0,1.0473298260546027,0.0,0.263541403,0.0,1.0473298260546027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.555754966735287,0.0,0.0,5.25e-10
51.0,1.0399537163419181,0.0,0.272605825,0.0,1.0399537163419181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.652663342706834,0.0,0.0,5.25e-10
52.0,1.0156559395239382,0.0,0.285219308,0.0,1.0156559395239382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8015486242115584,0.0,0.0,5.25e-10
53.0,0.9833123064130467,0.0,0.297550629,0.0,0.9833123064130467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9556927554783718,0.0,0.0,5.25e-10
54.0,0.951237907033737,0.0,0.310868656,0.0,0.951237907033737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.119313671492357,0.0,0.0,5.25e-10
55.0,0.921653362213526,0.0,0.323241607,0.0,0.921653362213526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27110990761951,0.0,0.0,5.25e-10
56.0,0.9009401755409047,0.0,0.330241406,0.0,0.9009401755409047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36096240265912,0.0,0.0,5.25e-10
57.0,0.8897480681036559,0.0,0.32827468,0.0,0.8897480681036559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3527285129516833,0.0,0.0,5.25e-10
58.0,0.8864861146696028,0.0,0.330211947,0.0,0.8864861146696028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375125487334508,0.0,0.0,5.25e-10
59.0,0.89241370342965,0.0,0.341347121,0.0,0.89241370342965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4791836608665028,0.0,0.0,5.25e-10
60.0,0.9104901805986874,0.001272851,0.357111944,0.0007586274762973894,0.9097315531223901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6175801336490223,0.0,0.0,5.25e-10
61.0,0.936029546947489,0.014252582,0.37769866,0.008494631589543158,0.9275349153579459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8031185110530794,0.0,0.0,5.25e-10
62.0,0.9643836273993557,0.052395652,0.39792228,0.03122814944224914,0.9331554779571065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.997253269924836,0.0,0.0,5.25e-10
63.0,0.979892372872031,0.128039497,0.424293976,0.07631237314932947,0.9035799997227015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.287310630839656,0.0,0.0,5.25e-10
